Instance,Terminal,Layer,X location,Y location,Voltage
TAP_TAPCELL_ROW_1_55,VGND,li1,31.5100,16.0280,0.000067
TAP_TAPCELL_ROW_0_54,VGND,li1,70.1500,11.1710,0.000056
TAP_TAPCELL_ROW_0_53,VGND,li1,57.2700,11.1710,0.000048
TAP_TAPCELL_ROW_0_52,VGND,li1,44.3900,11.1710,0.000036
TAP_TAPCELL_ROW_0_51,VGND,li1,31.5100,11.1710,0.000020
TAP_TAPCELL_ROW_0_50,VGND,li1,18.6300,11.1710,0.000013
PHY_EDGE_ROW_24_Left_49,VGND,li1,6.2100,76.1600,0.000108
PHY_EDGE_ROW_23_Left_48,VGND,li1,6.2100,76.1600,0.000108
PHY_EDGE_ROW_22_Left_47,VGND,li1,6.2100,70.7200,0.000146
PHY_EDGE_ROW_21_Left_46,VGND,li1,6.2100,70.7200,0.000146
PHY_EDGE_ROW_20_Left_45,VGND,li1,6.2100,65.2800,0.000154
PHY_EDGE_ROW_19_Left_44,VGND,li1,6.2100,65.2800,0.000154
PHY_EDGE_ROW_18_Left_43,VGND,li1,6.2100,59.8400,0.000240
PHY_EDGE_ROW_17_Left_42,VGND,li1,6.2100,59.8400,0.000240
PHY_EDGE_ROW_16_Left_41,VGND,li1,6.2100,54.4000,0.000103
PHY_EDGE_ROW_15_Left_40,VGND,li1,6.2100,54.4000,0.000103
PHY_EDGE_ROW_14_Left_39,VGND,li1,6.2100,48.9600,0.000099
PHY_EDGE_ROW_13_Left_38,VGND,li1,6.2100,48.9600,0.000099
PHY_EDGE_ROW_12_Left_37,VGND,li1,6.2100,43.5200,0.000168
PHY_EDGE_ROW_11_Left_36,VGND,li1,6.2100,43.5200,0.000168
PHY_EDGE_ROW_10_Left_35,VGND,li1,6.2100,38.0800,0.000142
PHY_EDGE_ROW_9_Left_34,VGND,li1,6.2100,38.0800,0.000142
PHY_EDGE_ROW_8_Left_33,VGND,li1,6.2100,32.6400,0.000172
PHY_EDGE_ROW_7_Left_32,VGND,li1,6.2100,32.6400,0.000172
PHY_EDGE_ROW_6_Left_31,VGND,li1,6.2100,27.2000,0.000071
PHY_EDGE_ROW_5_Left_30,VGND,li1,6.2100,27.2000,0.000071
PHY_EDGE_ROW_4_Left_29,VGND,li1,6.2100,21.7600,0.000029
PHY_EDGE_ROW_3_Left_28,VGND,li1,6.2100,21.7600,0.000029
PHY_EDGE_ROW_2_Left_27,VGND,li1,6.2100,16.3200,0.000045
PHY_EDGE_ROW_1_Left_26,VGND,li1,6.2100,16.3200,0.000045
PHY_EDGE_ROW_0_Left_25,VGND,li1,6.2100,10.8800,0.000013
PHY_EDGE_ROW_24_Right_24,VGND,li1,73.8300,76.1600,0.000247
PHY_EDGE_ROW_23_Right_23,VGND,li1,73.8300,76.1600,0.000247
PHY_EDGE_ROW_22_Right_22,VGND,li1,73.8300,70.7200,0.000332
PHY_EDGE_ROW_21_Right_21,VGND,li1,73.8300,70.7200,0.000332
PHY_EDGE_ROW_20_Right_20,VGND,li1,73.8300,65.2800,0.000286
PHY_EDGE_ROW_19_Right_19,VGND,li1,73.8300,65.2800,0.000286
PHY_EDGE_ROW_18_Right_18,VGND,li1,73.8300,59.8400,0.000443
PHY_EDGE_ROW_17_Right_17,VGND,li1,73.8300,59.8400,0.000443
