Instance,Terminal,Layer,X location,Y location,Voltage
PHY_EDGE_ROW_0_Left_25,VPWR,li1,6.2100,13.6000,1.799971
PHY_EDGE_ROW_24_Right_24,VPWR,li1,73.8300,78.8800,1.799848
PHY_EDGE_ROW_23_Right_23,VPWR,li1,73.8300,73.4400,1.799701
PHY_EDGE_ROW_22_Right_22,VPWR,li1,73.8300,73.4400,1.799701
PHY_EDGE_ROW_21_Right_21,VPWR,li1,73.8300,68.0000,1.799663
PHY_EDGE_ROW_20_Right_20,VPWR,li1,73.8300,68.0000,1.799663
PHY_EDGE_ROW_19_Right_19,VPWR,li1,73.8300,62.5600,1.799540
PHY_EDGE_ROW_18_Right_18,VPWR,li1,73.8300,62.5600,1.799540
PHY_EDGE_ROW_17_Right_17,VPWR,li1,73.8300,57.1200,1.799692
PHY_EDGE_ROW_16_Right_16,VPWR,li1,73.8300,57.1200,1.799692
PHY_EDGE_ROW_15_Right_15,VPWR,li1,73.8300,51.6800,1.799727
PHY_EDGE_ROW_14_Right_14,VPWR,li1,73.8300,51.6800,1.799727
PHY_EDGE_ROW_13_Right_13,VPWR,li1,73.8300,46.2400,1.799665
PHY_EDGE_ROW_12_Right_12,VPWR,li1,73.8300,46.2400,1.799665
PHY_EDGE_ROW_11_Right_11,VPWR,li1,73.8300,40.8000,1.799578
PHY_EDGE_ROW_10_Right_10,VPWR,li1,73.8300,40.8000,1.799578
PHY_EDGE_ROW_9_Right_9,VPWR,li1,73.8300,35.3600,1.799698
PHY_EDGE_ROW_8_Right_8,VPWR,li1,73.8300,35.3600,1.799698
PHY_EDGE_ROW_7_Right_7,VPWR,li1,73.8300,29.9200,1.799454
PHY_EDGE_ROW_6_Right_6,VPWR,li1,73.8300,29.9200,1.799454
PHY_EDGE_ROW_5_Right_5,VPWR,li1,73.8300,24.4800,1.799816
PHY_EDGE_ROW_4_Right_4,VPWR,li1,73.8300,24.4800,1.799816
PHY_EDGE_ROW_3_Right_3,VPWR,li1,73.8300,19.0400,1.799858
PHY_EDGE_ROW_2_Right_2,VPWR,li1,73.8300,19.0400,1.799858
PHY_EDGE_ROW_1_Right_1,VPWR,li1,73.8300,13.6000,1.799869
PHY_EDGE_ROW_0_Right_0,VPWR,li1,73.8300,13.6000,1.799869
_285_,VPWR,li1,26.6800,29.9200,1.799778
_284_,VPWR,li1,23.4600,46.2400,1.799895
_283_,VPWR,li1,54.9700,29.9200,1.799491
_282_,VPWR,li1,64.6300,29.9200,1.799466
_281_,VPWR,li1,44.3900,24.4800,1.799855
_280_,VPWR,li1,11.9600,40.8000,1.799835
_279_,VPWR,li1,68.0800,24.4800,1.799816
_278_,VPWR,li1,18.4000,35.3600,1.799883
_277_,VPWR,li1,24.3800,40.8000,1.799825
_276_,VPWR,li1,11.5000,40.8000,1.799835
_275_,VPWR,li1,64.4000,19.0400,1.799860
_274_,VPWR,li1,55.2000,19.0400,1.799873
_273_,VPWR,li1,65.3200,13.6000,1.799872
_272_,VPWR,li1,68.0800,13.6000,1.799869
_271_,VPWR,li1,35.8800,24.4800,1.799893
_270_,VPWR,li1,30.3600,19.0400,1.799928
_269_,VPWR,li1,39.5600,19.0400,1.799904
_268_,VPWR,li1,44.1600,13.6000,1.799907
_267_,VPWR,li1,44.1600,68.0000,1.799748
_266_,VPWR,li1,30.3600,73.4400,1.799853
_265_,VPWR,li1,13.8000,73.4400,1.799916
_264_,VPWR,li1,17.0200,68.0000,1.799878
_263_,VPWR,li1,26.6800,68.0000,1.799843
_262_,VPWR,li1,37.2600,68.0000,1.799775
_261_,VPWR,li1,11.5000,68.0000,1.799870
_260_,VPWR,li1,11.5000,62.5600,1.799818
_259_,VPWR,li1,39.5600,73.4400,1.799801
_258_,VPWR,li1,49.4500,40.8000,1.799620
_257_,VPWR,li1,39.5600,29.9200,1.799610
_256_,VPWR,li1,21.3900,51.6800,1.799916
_255_,VPWR,li1,25.5300,57.1200,1.799822
_254_,VPWR,li1,15.4100,57.1200,1.799849
_253_,VPWR,li1,49.2200,57.1200,1.799731
_252_,VPWR,li1,48.0700,57.1200,1.799731
_251_,VPWR,li1,58.4200,57.1200,1.799709
_250_,VPWR,li1,55.6600,46.2400,1.799694
_249_,VPWR,li1,65.0900,62.5600,1.799548
_248_,VPWR,li1,65.0900,68.0000,1.799670
_247_,VPWR,li1,66.0100,68.0000,1.799670
_246_,VPWR,li1,65.0900,73.4400,1.799709
_245_,VPWR,li1,36.3400,51.6800,1.799822
_244_,VPWR,li1,37.2600,51.6800,1.799822
_243_,VPWR,li1,49.2200,40.8000,1.799620
_242_,VPWR,li1,33.5800,40.8000,1.799744
_241_,VPWR,li1,36.3400,35.3600,1.799750
_240_,VPWR,li1,53.3600,68.0000,1.799707
_239_,VPWR,li1,51.5200,73.4400,1.799754
_238_,VPWR,li1,65.3200,35.3600,1.799698
_237_,VPWR,li1,64.4000,40.8000,1.799582
_236_,VPWR,li1,61.1800,35.3600,1.799703
_235_,VPWR,li1,53.3600,35.3600,1.799713
_234_,VPWR,li1,53.5900,24.4800,1.799839
_233_,VPWR,li1,51.0600,35.3600,1.799715
_232_,VPWR,li1,48.9900,29.9200,1.799528
_231_,VPWR,li1,46.0000,35.3600,1.799726
_230_,VPWR,li1,46.2300,29.9200,1.799552
_229_,VPWR,li1,9.4300,46.2400,1.799872
_228_,VPWR,li1,63.2500,29.9200,1.799466
_227_,VPWR,li1,63.0200,35.3600,1.799701
_226_,VPWR,li1,58.6500,24.4800,1.799828
_225_,VPWR,li1,59.5700,24.4800,1.799828
_224_,VPWR,li1,62.3300,19.0400,1.799862
_223_,VPWR,li1,45.3100,19.0400,1.799890
_222_,VPWR,li1,58.8800,35.3600,1.799706
_221_,VPWR,li1,15.8700,35.3600,1.799883
_220_,VPWR,li1,27.8300,35.3600,1.799821
_219_,VPWR,li1,33.1200,46.2400,1.799813
_218_,VPWR,li1,54.9700,13.6000,1.799888
_217_,VPWR,li1,59.5700,13.6000,1.799881
_216_,VPWR,li1,69.2300,19.0400,1.799858
_215_,VPWR,li1,67.8500,24.4800,1.799816
_214_,VPWR,li1,37.9500,19.0400,1.799904
_213_,VPWR,li1,35.1900,13.6000,1.799933
_212_,VPWR,li1,41.6300,13.6000,1.799913
_211_,VPWR,li1,46.6900,19.0400,1.799887
_210_,VPWR,li1,33.8100,68.0000,1.799807
_209_,VPWR,li1,39.3300,62.5600,1.799668
_208_,VPWR,li1,24.1500,73.4400,1.799897
_207_,VPWR,li1,24.1500,68.0000,1.799862
_206_,VPWR,li1,17.2500,73.4400,1.799916
_205_,VPWR,li1,20.9300,73.4400,1.799917
_204_,VPWR,li1,17.7100,62.5600,1.799832
_203_,VPWR,li1,33.8100,73.4400,1.799830
_202_,VPWR,li1,27.3700,73.4400,1.799870
_201_,VPWR,li1,30.1300,62.5600,1.799751
_200_,VPWR,li1,36.1100,62.5600,1.799696
_199_,VPWR,li1,32.8900,62.5600,1.799732
_198_,VPWR,li1,20.7000,68.0000,1.799890
_197_,VPWR,li1,27.1400,68.0000,1.799843
_196_,VPWR,li1,8.9700,68.0000,1.799869
_195_,VPWR,li1,14.7200,62.5600,1.799827
_194_,VPWR,li1,29.9000,62.5600,1.799751
_193_,VPWR,li1,17.7100,68.0000,1.799878
_192_,VPWR,li1,38.8700,73.4400,1.799801
_191_,VPWR,li1,16.5600,57.1200,1.799849
_190_,VPWR,li1,11.0400,68.0000,1.799870
_189_,VPWR,li1,24.1500,62.5600,1.799809
_188_,VPWR,li1,33.1200,57.1200,1.799798
_187_,VPWR,li1,27.3700,62.5600,1.799778
_186_,VPWR,li1,31.9700,62.5600,1.799732
_185_,VPWR,li1,22.3100,62.5600,1.799846
_184_,VPWR,li1,26.9100,51.6800,1.799878
_183_,VPWR,li1,48.7600,62.5600,1.799595
_182_,VPWR,li1,58.8800,62.5600,1.799565
_181_,VPWR,li1,53.5900,57.1200,1.799719
_180_,VPWR,li1,59.3400,51.6800,1.799745
_179_,VPWR,li1,51.9800,51.6800,1.799768
_178_,VPWR,li1,54.9700,46.2400,1.799694
_177_,VPWR,li1,59.1100,46.2400,1.799682
_176_,VPWR,li1,66.9300,57.1200,1.799697
_175_,VPWR,li1,65.0900,57.1200,1.799700
_174_,VPWR,li1,66.4700,62.5600,1.799548
_173_,VPWR,li1,70.6100,57.1200,1.799695
_172_,VPWR,li1,62.3300,62.5600,1.799555
_171_,VPWR,li1,63.2500,57.1200,1.799702
_170_,VPWR,li1,70.6100,62.5600,1.799542
_169_,VPWR,li1,68.3100,57.1200,1.799697
_168_,VPWR,li1,62.3300,51.6800,1.799737
_167_,VPWR,li1,60.0300,51.6800,1.799745
_166_,VPWR,li1,58.8800,57.1200,1.799709
_165_,VPWR,li1,66.2400,51.6800,1.799733
_164_,VPWR,li1,36.3400,46.2400,1.799791
_163_,VPWR,li1,31.2800,51.6800,1.799852
_162_,VPWR,li1,34.0400,46.2400,1.799813
_161_,VPWR,li1,38.8700,46.2400,1.799771
_160_,VPWR,li1,42.0900,46.2400,1.799758
_159_,VPWR,li1,46.6900,35.3600,1.799722
_158_,VPWR,li1,29.9000,40.8000,1.799766
_157_,VPWR,li1,38.6400,46.2400,1.799771
_156_,VPWR,li1,33.5800,40.8000,1.799744
_155_,VPWR,li1,29.9000,35.3600,1.799793
_154_,VPWR,li1,42.3200,35.3600,1.799730
_153_,VPWR,li1,50.3700,78.8800,1.799848
_152_,VPWR,li1,58.4200,78.8800,1.799848
_151_,VPWR,li1,46.9200,73.4400,1.799773
_150_,VPWR,li1,56.5800,73.4400,1.799733
_149_,VPWR,li1,69.6900,40.8000,1.799579
_148_,VPWR,li1,62.3300,46.2400,1.799675
_147_,VPWR,li1,67.8500,46.2400,1.799666
_146_,VPWR,li1,65.5500,40.8000,1.799582
_145_,VPWR,li1,61.4100,46.2400,1.799675
_144_,VPWR,li1,68.3100,46.2400,1.799666
_143_,VPWR,li1,65.3200,46.2400,1.799670
_142_,VPWR,li1,68.5400,51.6800,1.799730
_141_,VPWR,li1,68.3100,73.4400,1.799701
_140_,VPWR,li1,71.3000,46.2400,1.799665
_139_,VPWR,li1,57.2700,51.6800,1.799754
_138_,VPWR,li1,63.2500,51.6800,1.799737
_137_,VPWR,li1,72.4500,40.8000,1.799578
_136_,VPWR,li1,64.6300,51.6800,1.799733
_135_,VPWR,li1,30.1300,68.0000,1.799820
_134_,VPWR,li1,27.8300,51.6800,1.799878
_133_,VPWR,li1,20.9300,62.5600,1.799846
_132_,VPWR,li1,22.7700,35.3600,1.799861
_131_,VPWR,li1,18.4000,40.8000,1.799848
_130_,VPWR,li1,30.3600,46.2400,1.799829
_129_,VPWR,li1,45.7700,46.2400,1.799736
_128_,VPWR,li1,40.9400,46.2400,1.799758
_127_,VPWR,li1,39.3300,40.8000,1.799668
_126_,VPWR,li1,45.3100,35.3600,1.799726
_125_,VPWR,li1,33.3500,62.5600,1.799732
_124_,VPWR,li1,20.9300,73.4400,1.799917
_123_,VPWR,li1,25.0700,62.5600,1.799809
_122_,VPWR,li1,53.1300,24.4800,1.799839
_121_,VPWR,li1,43.4700,29.9200,1.799574
_120_,VPWR,li1,50.8300,24.4800,1.799844
_119_,VPWR,li1,50.3700,46.2400,1.799715
_118_,VPWR,li1,56.3500,51.6800,1.799754
